measurementdate,sales_rate,temperature_max,windspeed_max,temperature_min,temperature_avg,humidity,windspeed_avg,precipitation,public_holiday,PM10_max,PM10_min,PM10_avg,PM25_max,PM25_min,PM25_avg,city_name,day_of_week
2016-12-23,28,3.2,2.7,-2.7,-1,71,1.3,0,0,93,45,58.20833333,72,29,39.25,강동구,Friday
2016-12-25,21,5.9,3.3,-4,1.1,79,1.3,0,1,73,39,54.875,58,25,39.16666667,강동구,Sunday
2016-12-26,35,4.8,2.7,1.2,2.9,82,1.1,0,0,65,13,43.91304348,49,10,29.5,강동구,Monday
2016-12-27,21,2.4,3.2,-4.9,-0.7,61,1.4,0,0,72,27,47.82608696,48,14,29.17391304,강동구,Tuesday
2016-12-28,28,1.9,3.4,-7.2,-2.7,55,1.3,0,0,86,27,53.04166667,43,11,26.33333333,강동구,Wednesday
2016-12-29,7,-0.4,2.9,-5.5,-3.1,56,1.3,0,0,67,21,41.66666667,26,7,17.625,강동구,Thursday
2016-01-01,7,5,1.9,-2.4,1.7,77,0.8,0,1,89,47,73.66666667,62,31,51.66666667,강북구,Friday
2016-01-02,7,10.1,2.8,2.5,6.6,80,0.9,0,1,77,55,64.66666667,44,34,41.33333333,강북구,Saturday
2016-01-08,7,1.8,4.1,-5.9,-2,54,1.9,0,0,50,16,32.16666667,32,11,19.66666667,강북구,Friday
2016-01-17,7,5.5,2.3,-1.1,1.9,74,0.9,0,1,92,69,83.125,63,46,54.41666667,강북구,Sunday
2016-01-18,7,1.6,8.3,-11.5,-5.3,61,4.5,0,0,81,17,46.625,54,8,28.125,강북구,Monday
2016-01-19,7,-8.3,8,-14.4,-11.7,50,4.5,0,0,40,21,27.16666667,23,9,13.875,강북구,Tuesday
2016-01-28,14,4,3.1,-4.8,0.3,58,1.2,0,0,77,29,55.08333333,46,17,32.58333333,강북구,Thursday
2016-01-30,7,5.8,4.7,-1.3,1.7,63,1.7,0,1,67,23,35.625,37,16,23.875,강북구,Saturday
2016-01-31,7,1,5.3,-4.5,-2.2,34,2.6,0,1,66,15,35,35,8,19.95833333,강북구,Sunday
2016-02-02,14,1.1,4.3,-8.4,-3.6,43,1.6,0,0,56,33,41.20833333,34,16,24.20833333,강북구,Tuesday
2016-02-09,7,6.2,8.2,-1.4,1.9,52,3.3,0,1,97,27,42,60,14,25.75,강북구,Tuesday
2016-02-11,7,14,1.6,0.8,7.6,43,0.6,0,0,77,32,50.95833333,51,24,35.08333333,강북구,Thursday
2016-02-18,7,8.5,6.7,-0.5,4.5,71,2.6,0,0,76,33,43.83333333,43,17,27,강북구,Thursday
2016-02-23,7,5.5,7.4,-3,1.5,58,2.9,0,0,111,15,47.41666667,64,9,29.16666667,강북구,Tuesday
2016-02-24,7,2.3,5.5,-5.3,-1.7,43,2.5,0,0,36,13,25.45833333,29,8,17.58333333,강북구,Wednesday
2016-03-05,7,14,4.5,10.6,12.2,94,1.3,48,1,39,1,19.79166667,28,1,15.08333333,강북구,Saturday
2016-03-06,35,12.9,5.4,6.3,9.2,54,2.5,0,1,123,14,72.875,26,12,20.04166667,강북구,Sunday
2016-03-07,7,12.7,3.3,5.6,9,43,1.3,0,0,109,81,95.125,32,20,25.75,강북구,Monday
2016-03-09,7,6.4,5.9,-1.3,1.5,39,3.3,0,0,61,29,37.54166667,18,8,12.41666667,강북구,Wednesday
2016-03-13,14,6.4,3.7,3.2,4.6,70,1.5,0,1,86,40,61,57,17,39,강북구,Sunday
2016-03-19,7,17.8,4.6,7.9,12.5,60,2,0,1,88,56,69.04166667,53,28,37.95833333,강북구,Saturday
2016-03-22,7,14.8,4.9,4.4,9.3,54,1.8,0,0,91,46,70.75,62,29,47.04166667,강북구,Tuesday
2016-03-24,7,12.6,5.5,3.3,7.7,40,2.5,0,0,64,19,32.41666667,32,13,18.95833333,강북구,Thursday
2016-03-29,14,17.6,7.1,8,12,63,2.9,0.5,0,117,77,98.04166667,75,42,57.625,강북구,Tuesday
2016-03-30,28,17.9,6.3,7.2,12.5,52,2.1,0,0,141,19,82.20833333,79,10,45.91666667,강북구,Wednesday
2016-04-01,21,23.9,4.7,8.4,16.2,32,1.5,0,0,90,42,62.25,49,19,31.66666667,강북구,Friday
2016-04-02,7,21.7,5.8,10.5,15.7,45,2.2,0,1,103,52,69.58333333,71,28,40.33333333,강북구,Saturday
2016-04-04,7,19.8,5.8,6.5,13.1,45,2.1,0,0,33,13,23.31818182,16,5,10.22727273,강북구,Monday
2016-04-07,7,21.3,5.7,10.8,15.1,71,2.3,8.5,0,68,23,44.54166667,49,11,28.25,강북구,Thursday
2016-04-09,63,15.2,4.1,8,11.5,87,1.6,0,1,177,83,113.3333333,94,47,62.41666667,강북구,Saturday
2016-04-10,63,21,5.8,10,14.5,72,2.2,0,1,160,81,136.4583333,95,40,76.45833333,강북구,Sunday
2016-04-11,7,19.2,4.6,6.8,12.9,47,1.9,0,0,53,26,37.83333333,25,6,17.75,강북구,Monday
2016-04-13,14,21.7,3.4,11.4,16.1,70,1.2,0.5,0,68,42,51.91666667,42,24,32.54166667,강북구,Wednesday
2016-04-15,7,23.4,5.5,9.7,15.9,48,1.8,0,0,56,31,44.625,31,14,23.58333333,강북구,Friday
2016-04-17,7,15.4,9.9,9.5,12,69,4.9,24,1,120,1,32.75,33,1,10.375,강북구,Sunday
2016-04-23,28,20.2,5,8.5,14.4,52,2,0,1,314,107,171.875,54,16,37.04166667,강북구,Saturday
2016-04-24,28,23.9,5.8,8.8,16.3,40,1.5,0,1,260,39,106.2916667,43,9,20.79166667,강북구,Sunday
2016-04-25,7,25.9,5.4,10.7,18.1,41,1.7,0,0,85,46,61.70833333,30,14,20.125,강북구,Monday
2016-04-26,21,29.6,5.3,12.9,20.8,43,2.1,0,0,90,50,66.70833333,41,20,26.75,강북구,Tuesday
2016-04-27,7,21.4,4,14.4,17.4,40,2.2,0,0,52,27,39.91666667,23,7,14.5,강북구,Wednesday
2016-04-28,7,23.4,4.6,12.6,17.8,39,2,0,0,63,32,45.66666667,26,10,17.375,강북구,Thursday
2016-04-30,7,21.9,7.3,12.5,17.2,51,3.1,0,1,108,49,67.875,56,23,36.79166667,강북구,Saturday
2016-05-07,14,22.8,5.7,11.5,17.3,63,2.3,0,1,316,26,108.9583333,43,3,19.625,강북구,Saturday
2016-05-09,7,26.1,5.6,16.9,21,46,2,0,0,61,31,45.625,20,9,16.04166667,강북구,Monday
2016-05-17,7,26.5,4.9,11.5,19.2,54,1.7,0,0,82,49,65.70833333,49,29,41.75,강북구,Tuesday
2016-05-18,7,30.3,4.7,14.1,22.7,43,1.6,0,0,74,17,39.20833333,50,10,25.83333333,강북구,Wednesday
2016-05-27,14,27.5,4.7,14.6,21.2,65,1.7,0,0,154,50,88.95833333,114,31,63.16666667,강북구,Friday
2016-05-30,14,29.4,6,17.6,22.9,54,2.1,0,0,127,45,65.66666667,90,22,40.95833333,강북구,Monday
2016-05-31,7,28.5,6.1,18.2,22.5,63,2.6,0,0,145,41,76.83333333,108,23,51.04166667,강북구,Tuesday
2016-06-03,7,28.2,5.1,18,23,47,2.2,0,0,45,25,34.04166667,32,13,21.83333333,강북구,Friday
2016-06-05,7,31.3,3.5,17.7,24.8,49,1.6,0,1,64,20,40.54166667,35,13,23.375,강북구,Sunday
2016-06-07,7,26.6,4.3,18.9,22,73,1.8,0,0,68,10,35.375,49,6,23.625,강북구,Tuesday
2016-06-10,7,31.2,4.9,20.7,25,62,1.9,0,0,78,28,52.45833333,53,19,34.79166667,강북구,Friday
2016-06-14,14,29.4,5.8,20.5,24,65,2,0,0,83,23,45.86363636,55,11,29.22727273,강북구,Tuesday
2016-06-15,7,23.9,5.6,17.3,21,83,2,14.5,0,48,16,31.91666667,33,10,20.91666667,강북구,Wednesday
2016-06-19,14,29.1,5.6,20.4,24.1,68,2.1,0,1,76,9,34.41666667,57,9,26.04166667,강북구,Sunday
2016-06-27,7,28.9,3.9,20.8,24.4,62,1.5,0,0,51,20,32.54166667,28,12,19.66666667,강북구,Monday
2016-06-29,14,30.6,4.4,21.3,25.6,60,2.1,0,0,62,12,31.04166667,41,9,21.20833333,강북구,Wednesday
2016-07-03,7,27.2,3.1,21.5,23.8,72,1.5,0,1,58,13,39.04166667,40,7,27.04166667,강북구,Sunday
2016-07-16,7,23.9,2.9,19.7,20.8,95,1.3,53,1,13,1,3.166666667,10,1,2.916666667,강북구,Saturday
2016-07-21,7,32.5,3.1,24.7,28,68,1.3,0,0,35,14,24.16666667,27,8,16.91666667,강북구,Thursday
2016-07-28,7,31.6,5.9,26.4,28.5,74,2.8,0,0,81,35,54.125,64,28,43.16666667,강북구,Thursday
2016-08-09,7,34.1,3.7,26.2,29.7,70,1.5,0,0,57,10,26.20833333,50,4,20.125,강북구,Tuesday
2016-08-19,7,33.6,4,26,28.9,76,1.3,5,0,62,42,52.04166667,48,28,39.20833333,강북구,Friday
2016-08-28,7,23.2,6.1,18.4,20.8,68,3.1,3.5,1,10,1,4.875,5,1,2,강북구,Sunday
2016-09-07,35,29,4,21.2,24.5,76,1.4,0,0,83,44,64.16666667,62,34,48.625,강북구,Wednesday
2016-09-14,7,29,4,20.8,24.4,69,1.4,0,1,36,8,22.66666667,28,2,16.125,강북구,Wednesday
2016-09-16,7,29.2,3.1,20.4,24.4,72,1.3,0,1,54,27,38.95833333,44,19,29.16666667,강북구,Friday
2016-09-21,7,24.3,3.3,14.1,19.8,51,1.3,0,0,35,22,28.25,25,15,20.83333333,강북구,Wednesday
2016-10-11,7,20.4,4.4,10,15.5,65,1.7,0,0,82,18,36.45833333,44,11,20.41666667,강북구,Tuesday
2016-10-12,7,20,3.8,12.1,15.4,61,1.8,0,0,81,26,49.08333333,49,14,29.45833333,강북구,Wednesday
2016-10-19,14,23.7,3.5,14.1,18.2,71,1.1,0,0,86,40,57.625,60,25,37.125,강북구,Wednesday
2016-10-20,7,25.3,2.9,12.8,18.4,67,1.2,0,0,82,10,58.125,54,9,37.25,강북구,Thursday
2016-10-21,7,20.9,3.2,16,18,62,1.3,0,0,29,6,15.5,14,3,7.75,강북구,Friday
2016-10-28,7,18.8,5.8,11.2,14.9,67,2.1,0.5,0,41,18,30.125,23,8,15,강북구,Friday
2016-10-31,7,9.4,5.5,2,6.3,63,1.8,0,0,33,15,24.66666667,21,9,15.125,강북구,Monday
2016-11-02,7,9.8,4.5,-1.1,4.5,58,1.4,0,0,39,22,31.875,23,10,16.58333333,강북구,Wednesday
2016-11-05,7,18.7,4.8,13,15.5,79,1.8,0,1,100,51,71.58333333,65,27,43.20833333,강북구,Saturday
2016-11-10,7,10.1,2.5,1.8,6.3,62,1,0,0,51,22,41.66666667,35,18,28.625,강북구,Thursday
2016-11-12,7,16.1,4.9,6.2,12,68,1.5,0,1,79,55,65.04166667,41,24,29.125,강북구,Saturday
2016-11-18,35,14.9,1.6,5.5,10.7,64,0.7,0,0,105,73,89.31818182,70,47,58.54545455,강북구,Friday
2016-11-24,7,2.5,4.1,-4.4,-1,39,1.9,0,0,31,13,20.83333333,18,5,10.5,강북구,Thursday
2016-11-25,21,6.5,4.4,-2.4,1.5,48,1.3,0,0,50,17,32.75,32,9,19.58333333,강북구,Friday
2016-11-28,14,6.3,5.1,0.7,2.9,53,2.3,0,0,136,16,71.625,69,11,37.33333333,강북구,Monday
2016-11-29,7,7.4,3.8,-1.5,2.4,47,1.2,0,0,62,15,37.29166667,41,13,23.95833333,강북구,Tuesday
2016-12-02,14,7.8,3.4,-1.8,2.5,52,1.3,0,0,47,19,31.29166667,25,9,16.83333333,강북구,Friday
2016-12-03,7,10.1,2,0.3,4.9,63,0.9,0,1,71,31,47.125,51,19,30.29166667,강북구,Saturday
2016-12-06,14,4.1,6.1,-3,0,40,2,0,0,31,9,20.625,20,5,11.875,강북구,Tuesday
2016-12-07,7,7.2,3.4,-1.4,2.4,60,1.2,0,0,84,18,45.54166667,53,11,28.54166667,강북구,Wednesday
2016-12-08,14,5.7,2.4,-1.9,2.4,75,0.9,3,0,82,39,59.25,61,24,39.375,강북구,Thursday
2016-12-10,14,3.9,4.7,-4.2,-0.7,52,1.9,0,1,55,19,32.25,29,12,21.04166667,강북구,Saturday
2016-12-12,21,6.4,3.1,-2.5,2.4,48,0.9,0,0,64,28,40.36363636,44,24,29.45454545,강북구,Monday
2016-12-14,35,1.5,3.4,-0.7,0.1,74,1.8,0,0,75.09800435,27.84173088,47.73372953,43.1500099,13.77181872,26.50271672,강북구,Wednesday
2016-12-15,7,-0.5,5.5,-5.8,-3.7,44,2.6,0,0,75.09800435,27.84173088,47.73372953,43.1500099,13.77181872,26.50271672,강북구,Thursday
2016-12-16,14,0.2,5.2,-7.8,-3.5,42,1.5,0,0,30,18,24.29166667,20,12,15.25,강북구,Friday
2016-12-17,14,7.6,1.4,-1.4,3,64,0.6,0,1,70,28,49.29166667,51,20,36.125,강북구,Saturday
2016-12-18,21,8,2,3.2,5.4,75,0.6,0,1,67,24,49.20833333,56,21,39.91666667,강북구,Sunday
2016-12-19,14,11,1.7,4.3,7.7,72,0.7,0,0,40,8,25.20833333,28,8,18.65217391,강북구,Monday
2016-12-20,28,13.3,2.2,4.2,7.9,76,0.8,0,0,69,23,38.45833333,55,18,29.45833333,강북구,Tuesday
2016-12-21,14,13,2.4,3.8,8.2,82,0.9,35.5,0,82,8,36.45833333,60,5,27,강북구,Wednesday
2016-12-23,7,3,6.5,-3.4,-1.4,72,2.6,0,0,62,37,44.41666667,52,27,35.41666667,강북구,Friday
2016-12-24,28,0.8,3.3,-3,-1.4,70,1.7,0,1,69,51,59,58,45,51,강북구,Saturday
2016-12-25,42,6.4,3.1,-3.6,1.7,76,1,0,1,61,25,42.66666667,53,22,37.70833333,강북구,Sunday
2016-12-26,14,5,4,1.8,3.3,76,1.3,0,0,62,25,42.125,48,20,34.20833333,강북구,Monday
2016-12-27,7,2.5,5.9,-4.6,-0.9,57,2.9,0,0,54,19,33.25,44,12,25.625,강북구,Tuesday
2016-12-29,7,-0.5,4.7,-5.5,-3.1,53,2.2,0,0,50,9,27.83333333,25,4,14.54166667,강북구,Thursday
2016-12-30,7,1.2,2.6,-7.6,-2.7,52,1.1,0,0,48,21,35.41666667,33,12,23.33333333,강북구,Friday
2016-12-31,14,5.4,1.6,-2,1.2,71,0.8,0,1,76,35,53.66666667,63,27,43.375,강북구,Saturday
2016-01-03,21,9.4,2.7,3.8,6.8,81,0.8,0,1,166,71,110.625,122,52,79.95833333,광진구,Sunday
2016-01-04,14,6.8,4,-0.6,3.3,52,2.3,0,0,189,14,84.81818182,136,12,60.72727273,광진구,Monday
2016-01-05,7,1.5,3.8,-2.6,-1.2,38,1.8,0,0,46,16,28.75,28,9,18.83333333,광진구,Tuesday
2016-01-06,7,2.6,3.5,-3.8,-0.5,57,1.5,0,0,76,39,58.79166667,47,25,37.25,광진구,Wednesday
2016-01-07,7,1.1,4,-3.5,-1.7,49,2.3,0,0,54,29,37.125,35,18,22.83333333,광진구,Thursday
2016-01-08,7,1.5,4.4,-6.4,-1.8,50,1.7,0,0,48,19,35.54166667,29,11,22.45833333,광진구,Friday
2016-01-10,21,4.5,4.5,-0.2,1.7,44,1.9,0,1,50,24,33.45833333,37,15,23.83333333,광진구,Sunday
2016-01-11,21,0.6,3.8,-4.3,-2.1,38,1.8,0,0,55,20,42.625,35,17,28.79166667,광진구,Monday
2016-01-12,7,0.3,3.6,-8,-3.7,46,1.8,0,0,89,31,55.04166667,56,18,34.45833333,광진구,Tuesday
2016-01-13,7,0.5,5.3,-7.5,-3.5,63,1.9,0,0,82,28,45.25,45,18,29.875,광진구,Wednesday
2016-01-14,14,1,3.4,-6.4,-2.5,50,1.2,0,0,62,37,46.625,37,22,28.45833333,광진구,Thursday
2016-01-16,7,3,3.1,-2.4,0.2,69,1.4,0,1,72,58,64.70833333,55,45,49.375,광진구,Saturday
2016-01-17,14,5.4,2.7,-0.8,1.9,68,1.2,0,1,72,55,64.16666667,58,46,52.16666667,광진구,Sunday
2016-01-19,35,-7.9,6.5,-16.5,-13,45,4,0,0,49,24,35.5,23,13,17.375,광진구,Tuesday
2016-01-20,21,-5.7,3.6,-16.2,-10.1,44,1.5,0,0,63,23,43.58333333,44,14,32.71428571,광진구,Wednesday
2016-01-23,21,-7.1,6.1,-17.2,-11,40,3.3,0,1,52,12,32.20833333,33,9,19.73913043,광진구,Saturday
2016-01-24,7,-10.6,4.7,-21.7,-15.6,47,2.8,0,1,56,20,42.04166667,36,15,26.79166667,광진구,Sunday
2016-01-27,7,3.5,3.6,-3.8,0.2,58,1.4,0,0,84,52,67.39130435,52,29,42.2173913,광진구,Wednesday
2016-01-28,7,3.7,2.6,-6.4,-0.1,54,0.9,0,0,85,18,60.82608696,53,27,41.31818182,광진구,Thursday
2016-01-31,14,0.7,4.1,-4.2,-2.3,34,2.5,0,1,65,27,41.625,40,19,27.08333333,광진구,Sunday
2016-02-01,14,-1,4.1,-7.3,-4.6,36,2.2,0,0,47,36,41.83333333,30,20,24.45833333,광진구,Monday
2016-02-03,7,3.4,3.7,-8.8,-2,54,1.3,0,0,94,48,64.58333333,61,34,41.875,광진구,Wednesday
2016-02-04,14,4.7,4.6,-3.3,0.6,50,1.9,0,0,96,48,66.79166667,74,27,44.83333333,광진구,Thursday
2016-02-05,14,3.3,4.1,-5.9,-0.8,41,1.9,0,0,65,30,45.09090909,37,18,26.5,광진구,Friday
2016-02-06,14,1.7,4,-4.1,-1.5,40,2.1,0,1,65,42,53.95833333,39,24,30.83333333,광진구,Saturday
2016-02-07,42,2.6,3.6,-7.7,-2,49,1.3,0,1,79,27,53.54166667,46,18,31.875,광진구,Sunday
2016-02-08,7,6.7,6.4,-3.4,2.2,62,2.2,0,1,180,36,76.5,121,26,49.58333333,광진구,Monday
2016-02-14,14,6.8,5.4,-5.3,-1.1,71,3.8,0,1,43,14,31.45833333,34,13,22.91304348,광진구,Sunday
2016-02-15,7,-1.2,5.7,-9.3,-4.9,48,3,0,0,51,16,33.75,26,9,14.91666667,광진구,Monday
2016-02-16,14,2.4,5.5,-5.1,-1.1,65,2.3,0,0,50,20,30.33333333,37,12,20.375,광진구,Tuesday
2016-02-17,7,5.2,4.6,-4.6,0.8,58,1.8,0,0,61,23,40.54166667,37,11,19.79166667,광진구,Wednesday
2016-02-18,21,8.3,5.4,-0.1,4.4,69,2,0,0,73,36,45.45833333,47,20,26.375,광진구,Thursday
2016-02-19,7,5.7,3.8,1.9,3.9,59,1.1,0,0,109,47,92.22727273,68,31,55.27272727,광진구,Friday
2016-02-21,7,4.3,4.8,-1.4,1,37,2.6,0,1,35,15,27.91666667,22,8,14.33333333,광진구,Sunday
2016-02-22,28,4.8,2.9,-0.8,2.1,41,1.1,0,0,73,26,45.58333333,38,10,21.875,광진구,Monday
2016-02-23,7,5.4,5.9,-2.4,1.6,57,2.5,0,0,122,22,55.875,70,16,33.83333333,광진구,Tuesday
2016-02-24,7,1.9,4.5,-5.1,-1.6,43,2.2,0,0,59,26,36.70833333,40,12,22.375,광진구,Wednesday
2016-02-25,7,5.5,5.8,-4.8,1.1,52,2.3,0,0,98,24,54.29166667,67,12,33.16666667,광진구,Thursday
2016-02-26,14,7.1,3.9,-1.3,3.3,40,1.8,0,0,98,26,51.08333333,69,16,33.54166667,광진구,Friday
2016-02-29,35,0,5.5,-3.7,-2.2,47,3.2,0,0,78,35,57.45833333,58,18,33.875,광진구,Monday
2016-03-03,7,12.9,3,4.9,8.2,66,1.3,0,0,94,28,55.66666667,62,17,35.45833333,광진구,Thursday
2016-03-04,21,18.7,2.7,5.3,12.6,62,1.3,0,0,92,39,67.58333333,63,23,43.95833333,광진구,Friday
2016-03-06,84,13.2,4,6.3,9,53,1.9,0,1,149,31,84.16666667,35,16,24.08333333,광진구,Sunday
2016-03-07,21,12.1,3.3,5.1,8.9,42,1,0,0,118,87,102.9166667,41,24,28.95833333,광진구,Monday
2016-03-08,7,8.7,4.6,0.4,4.4,37,2.4,0,0,142,28,62,38,10,20.54166667,광진구,Tuesday
2016-03-09,7,6.9,5.6,-1,1.6,38,2.6,0,0,69,35,45.25,27,15,18.125,광진구,Wednesday
2016-03-11,28,4.7,5.3,-3.2,0.8,41,2.4,0,0,44,19,37.08695652,25,15,21.2173913,광진구,Friday
2016-03-12,7,6.9,4.1,-2,3.1,57,1.8,0,1,66,37,47.75,38,21,25.375,광진구,Saturday
2016-03-13,28,6.5,2.6,2.9,4.9,64,1,0,1,88,46,67,67,24,44.33333333,광진구,Sunday
2016-03-14,7,9.6,3.9,3,5.9,56,1.7,0,0,90,45,72.625,78,27,55.70833333,광진구,Monday
2016-03-15,14,12.1,4,0.2,6.3,45,1.7,0,0,102,41,65.45833333,59,25,37.91666667,광진구,Tuesday
2016-03-16,7,13.6,4.7,3.6,8.4,44,1.5,0,0,103,55,73.70833333,67,35,45.33333333,광진구,Wednesday
2016-03-17,14,14.6,2.4,2.1,9.3,45,0.8,0,0,122,63,87,81,42,55.58333333,광진구,Thursday
2016-03-18,21,18.7,3.7,8.4,13.1,53,1.3,0,0,104,41,74.375,68,27,49,광진구,Friday
2016-03-19,14,17.2,4.4,8,12.2,58,1.8,0,1,102,64,79.33333333,68,31,48.875,광진구,Saturday
2016-03-20,7,15.9,3.7,5.4,10.7,56,1.5,0,1,103,76,84.58333333,69,42,52.95833333,광진구,Sunday
2016-03-21,21,16.1,4.4,5.9,10.7,55,1.7,0,0,100,83,90.70833333,71,52,59.875,광진구,Monday
2016-03-22,21,13.8,4,4.3,9,54,2.1,0,0,90,57,73.83333333,68,39,51.5,광진구,Tuesday
2016-03-23,7,13.3,4.8,5.8,9.1,51,2.2,0,0,129,30,85.73913043,105,20,59.7826087,광진구,Wednesday
2016-03-24,28,12.2,4.4,2.7,7.6,39,1.9,0,0,65,24,38.16666667,36,18,24.66666667,광진구,Thursday
2016-03-27,42,13.2,5.1,2.7,7.7,51,2.1,0,1,89,58,69.25,66,38,49.08333333,광진구,Sunday
2016-03-30,28,17.9,4.8,8.2,12.4,51,1.9,0,0,151,33,100.7916667,98,18,60.79166667,광진구,Wednesday
2016-03-31,14,20.7,3.6,6.3,13.7,34,1.4,0,0,68,39,53.5,43,17,27.41666667,광진구,Thursday
2016-04-01,7,23.1,3.8,7.6,15.7,32,1.3,0,0,120,58,75.29166667,69,29,40.20833333,광진구,Friday
2016-04-03,7,13.9,5.2,9.2,11.4,77,1.3,3,1,120,20,61.70833333,92,12,45.16666667,광진구,Sunday
2016-04-04,7,19.2,4.1,5.8,12.9,46,1.7,0,0,41,16,25.08333333,17,3,12,광진구,Monday
2016-04-09,56,15,3.1,8.4,11.9,82,1.3,0,1,189,95,125.5,113,60,77.5,광진구,Saturday
2016-04-10,105,20.9,5.1,10.1,14.3,72,1.7,0,1,164,71,142.8333333,110,35,88.20833333,광진구,Sunday
2016-04-11,14,18.7,4.6,7.1,12.8,47,1.9,0,0,68,15,39.25,37,4,18.41666667,광진구,Monday
2016-04-12,21,19.3,3.7,9.9,14.6,47,1.6,0,0,81,36,50.79166667,44,19,28.16666667,광진구,Tuesday
2016-04-13,7,21.1,3.4,10.7,15.6,70,1.3,1,0,74,43,59.20833333,52,26,37.83333333,광진구,Wednesday
2016-04-15,7,22.9,4.9,9.4,15.7,47,1.8,0,0,66,31,50.75,43,14,28.20833333,광진구,Friday
2016-04-16,21,21.5,3.7,10.3,15.3,64,1.5,25.5,1,63,10,48.54166667,35,3,25.91666667,광진구,Saturday
2016-04-18,7,19.1,6.1,8.7,12.2,64,2.4,5,0,99,36,60.25,53,13,23.45833333,광진구,Monday
2016-04-19,14,18.7,4.1,8.3,13,58,1.8,0,0,68,24,43.41666667,33,13,21.95833333,광진구,Tuesday
2016-04-20,7,20,3.4,10.7,14.6,58,1.2,0,0,80,45,62.91666667,48,24,35.33333333,광진구,Wednesday
2016-04-21,21,18,3.1,10.7,14,88,1.7,20.5,0,50,14,25.25,26,8,14.625,광진구,Thursday
2016-04-22,14,22,5.8,12,15,79,2.3,0,0,141,21,76.68181818,85,13,50.18181818,광진구,Friday
2016-04-23,148,20,4.6,9.3,14.5,50,1.8,0,1,341,91,178.125,88,15,49.29166667,광진구,Saturday
2016-04-24,176,22.6,4.2,8.8,15.6,42,1.3,0,1,284,40,124.3333333,45,8,24.70833333,광진구,Sunday
2016-04-25,14,25.1,3.9,10.2,17.5,40,1.5,0,0,103,54,69.875,34,14,23.91666667,광진구,Monday
2016-04-26,21,29.3,4.4,11.8,20.6,41,1.5,0,0,86,59,68.70833333,36,21,28.08333333,광진구,Tuesday
2016-04-27,21,19.7,4.7,15.1,16.9,36,2.8,0,0,60,32,44.5,25,4,13.125,광진구,Wednesday
2016-04-28,7,22.5,3.8,13.1,17.4,36,1.8,0,0,70,34,51.375,32,8,18.375,광진구,Thursday
2016-04-29,7,22.5,4.3,12.2,16.8,49,1.9,0,0,88,32,55.66666667,49,17,26.29166667,광진구,Friday
2016-04-30,35,22.2,5.5,11.4,16.9,50,2.2,0,1,113,52,74.83333333,67,26,42.45833333,광진구,Saturday
2016-05-01,28,26.3,4.6,13.1,19.2,43,1.5,0,1,62,24,42.04166667,35,6,20.79166667,광진구,Sunday
2016-05-02,14,28.2,4.1,16,20.4,69,1.3,22.5,0,63,35,43.29166667,31,17,22.75,광진구,Monday
2016-05-03,7,17.9,6.6,9.6,13.7,88,3.3,33,0,30,7,19.04166667,18,2,7.875,광진구,Tuesday
2016-05-04,28,20.5,8.2,11.1,16.5,46,4.5,0,0,75,24,44.75,13,4,8.375,광진구,Wednesday
2016-05-05,7,26,3.6,10.3,18.5,53,1.3,2.5,1,75,31,51.29166667,28,11,19.58333333,광진구,Thursday
2016-05-06,14,19.2,4.6,13.9,16.5,91,1.4,7,0,222,15,54.70833333,36,5,21.54166667,광진구,Friday
2016-05-07,56,22.4,4.8,11.4,16.9,61,2.1,0,1,227,32,107.125,39,6,20.95833333,광진구,Saturday
2016-05-08,21,26,4.1,11.6,19.2,49,1.4,0,1,62,36,47.04166667,19,8,13.79166667,광진구,Sunday
2016-05-09,21,26.3,3.7,15.9,20.3,46,1.6,0,0,66,44,53.875,24,14,19.41666667,광진구,Monday
2016-05-10,7,19.2,3.3,13,14.8,80,1.7,13.5,0,68,9,28.29166667,30,2,11.83333333,광진구,Tuesday
2016-05-11,28,23.2,4.1,11.6,17.2,60,1.8,0,0,46,14,27.25,21,2,10.41666667,광진구,Wednesday
2016-05-12,7,24.5,4.4,12.6,18.2,62,1.9,0,0,51,17,28.58333333,24,6,12.08333333,광진구,Thursday
2016-05-14,7,26.6,4.2,15.2,20.6,50,1.6,0,1,47,18,31.33333333,30,2,17.29166667,광진구,Saturday
2016-05-15,35,24.9,5.3,13.2,17.8,76,1.8,38.5,1,56,4,35.29166667,37,1,24.09090909,광진구,Sunday
2016-05-16,7,22.3,5.3,10.7,16.5,55,2.5,3.5,0,64,5,33.20833333,38,3,16.79166667,광진구,Monday
2016-05-17,7,26.7,3.6,11.3,19.3,52,1.5,0,0,88,53,69.625,55,26,42,광진구,Tuesday
2016-05-21,21,29.6,3.3,17.7,23.4,30,1.3,0,1,55,28,36.08333333,35,15,25.16666667,광진구,Saturday
2016-05-22,7,30.6,2.7,17.1,23.9,42,1.2,0,1,77,34,48.83333333,61,25,37.08333333,광진구,Sunday
2016-05-23,7,28.8,3.6,18,23.1,47,1.5,0,0,107,47,63.29166667,77,30,45.79166667,광진구,Monday
2016-05-25,7,24.2,3.9,15.8,19.8,70,1.7,0,0,117,50,90.45833333,85,34,62.79166667,광진구,Wednesday
2016-05-27,49,27,3.4,15.2,21.1,64,1.6,0,0,147,67,103.0454545,99,42,70.68181818,광진구,Friday
2016-05-28,21,27.9,4.4,17,22.2,56,1.8,0,1,105,56,77.5,74,28,45.45833333,광진구,Saturday
