measurementdate,sales_rate,temperature_max,windspeed_max,temperature_min,temperature_avg,humidity,windspeed_avg,precipitation,public_holiday,PM10_max,PM10_min,PM10_avg,PM25_max,PM25_min,PM25_avg,city_name,day_of_week
2016-11-08,21,9.5,4,2.2,5.5,57,2.4,0.5,0,93,46,71.70833333,71,31,52.875,강남구,Tuesday
2016-11-09,28,8.6,2.6,-0.3,3.9,39,1.4,0,0,55,34,45.25,37,19,28.41666667,강남구,Wednesday
2016-11-10,77,10.6,2.4,3.1,6.8,60,1.4,0.5,0,56,24,42.5,38,13,24.08333333,강남구,Thursday
2016-11-11,14,14.4,4,7.3,10.5,61,1.7,1.5,0,91,6,54.08333333,31,5,19.91666667,강남구,Friday
2016-11-12,77,17.3,3.8,7.2,12.4,62,1.6,0,1,97,74,83.29166667,39,24,31.08333333,강남구,Saturday
2016-11-13,21,18.6,1.8,12.6,15.1,75,0.8,0,1,82,57,68.16666667,35,22,28.79166667,강남구,Sunday
2016-11-14,42,17,3.1,12,14.4,79,1.3,3,0,102,22,56.625,54,12,28.70833333,강남구,Monday
2016-11-15,14,12,3.6,4.4,7,41,2.3,0,0,100,38,66.625,44,7,20.41666667,강남구,Tuesday
2016-11-16,35,11.7,2.3,2.2,6.9,46,1.2,0,0,98,49,61.33333333,49,22,28.16666667,강남구,Wednesday
2016-11-17,42,15.4,1.9,5.4,10.1,56,0.9,0,0,149,52,90.63636364,88,14,46.45454545,강남구,Thursday
2016-11-18,56,14.9,2.8,6.3,10.9,63,1.3,0,0,128,85,105.5652174,83,43,64.17391304,강남구,Friday
2016-11-19,42,18.3,3,11.2,13.9,71,1.4,0,1,90,38,65.08333333,54,24,41.08333333,강남구,Saturday
2016-11-20,14,15,3.6,8.4,11.4,49,1.6,0,1,66,22,48.20833333,39,15,27.91666667,강남구,Sunday
2016-11-21,42,14.5,3.2,6.9,10.6,44,1.2,0,0,95,51,70.58333333,49,20,33.625,강남구,Monday
2016-11-22,133,10,4.4,-0.1,3.5,44,2.7,0,0,92,29,50,41,6,21.72727273,강남구,Tuesday
2016-11-23,63,4,4.3,-2.6,0,37,2,0,0,59,33,44.5,27,6,16.91666667,강남구,Wednesday
2016-11-24,70,2.2,3.4,-3.2,-0.6,36,1.8,0,0,44,23,30.375,22,5,13.625,강남구,Thursday
2016-11-25,105,7,3.1,-1.1,2.3,47,1.3,0,0,83,20,45.91666667,43,11,21.91666667,강남구,Friday
2016-11-26,49,3.2,2.5,0.4,1.7,73,1.2,1,1,86,48,64.70833333,72,22,40.04166667,강남구,Saturday
2016-11-27,35,6.9,2.4,2.4,4.4,84,1.1,0.5,1,113,49,74.5,77,30,51.29166667,강남구,Sunday
2016-11-28,70,5.7,3.2,1,2.9,55,2.1,0,0,171,24,95.79166667,82,10,44.73913043,강남구,Monday
2016-11-29,14,7.7,2.4,0.3,3.4,41,1.1,0,0,72,24,40.75,46,13,21.58333333,강남구,Tuesday
2016-11-30,42,10.5,3,2.8,7.2,59,1.3,1.5,0,68,35,47.33333333,46,13,26.25,강남구,Wednesday
2016-12-01,49,8.5,4.9,1.5,5.8,45,2.3,0,0,130,22,57.04166667,62,4,28.375,강남구,Thursday
2016-12-02,42,7.3,3.5,0,3.5,47,1.3,0,0,76,23,41.29166667,33,8,17.75,강남구,Friday
2016-12-03,21,10.3,2.2,0.8,5.4,60,1.1,0,1,83,38,59.875,57,22,33,강남구,Saturday
2016-12-04,28,9.3,2,3.2,6.4,62,0.9,0,1,110,61,88.58333333,82,36,56.375,강남구,Sunday
2016-12-05,155,11.1,4.3,2.1,6.8,70,2.1,1,0,154,33,96.60869565,90,18,62.56521739,강남구,Monday
2016-12-06,35,4.1,4,-2.4,0.6,38,1.9,0,0,40,20,29.70833333,29,2,14.125,강남구,Tuesday
2016-12-07,49,7.8,2.9,-0.6,3.4,53,1.3,0,0,107,25,57.73913043,72,8,30.95652174,강남구,Wednesday
2016-12-08,35,7.2,2.7,-0.6,3.3,75,1.3,2,0,85,32,60.19047619,55,12,37.14285714,강남구,Thursday
2016-12-09,42,5.4,4,-0.9,2.8,64,2.2,2,0,53,25,35.95833333,36,9,23.625,강남구,Friday
2016-12-10,77,4.1,3.3,-2.8,0.1,46,1.5,0,1,49,24,36.08333333,30,12,21.79166667,강남구,Saturday
2016-12-11,98,5.1,2.2,-3.5,0.6,41,1.2,0,1,58,24,34.33333333,38,4,21.91666667,강남구,Sunday
2016-12-12,127,6.4,2.5,-1.4,3,44,1.2,0,0,84,30,48.68181818,44,20,28.45454545,강남구,Monday
2016-12-13,63,8.7,3.4,1.7,4.4,54,1.4,0,0,92,44,63.625,50,21,37.45833333,강남구,Tuesday
2016-12-14,113,1.7,2.9,-0.4,0.3,66,1.9,0,0,74,48,58.58333333,39,22,31.41666667,강남구,Wednesday
2016-12-15,84,0,4,-5.2,-3.3,39,2.3,0,0,61,19,36.125,29,9,16.83333333,강남구,Thursday
2016-12-16,105,0.7,3.5,-6.5,-2.8,39,1.6,0,0,42,27,33.66666667,25,10,16,강남구,Friday
2016-12-17,49,7.8,2,-0.7,3.5,61,1.2,0,1,90,32,60.54166667,56,18,33.625,강남구,Saturday
2016-12-18,56,8.6,2.1,3.8,6.2,68,1,0,1,71,36,51.95833333,49,18,34.625,강남구,Sunday
2016-12-19,77,11.5,2.5,4.5,7.9,68,1.3,0,0,58,28,41.375,32,15,25.08333333,강남구,Monday
2016-12-20,91,13.7,2,5.9,8.9,68,0.9,0,0,90,25,55.16666667,50,23,34.95833333,강남구,Tuesday
2016-12-21,84,12.8,4.6,4.8,8.4,78,1.9,38,0,53,10,38.5,39,6,23.66666667,강남구,Wednesday
2016-12-22,42,12.6,4.4,3.4,6.7,91,2.7,23,0,98,5,31.04166667,78,1,22.41666667,강남구,Thursday
2016-12-23,84,3.5,4.3,-2.9,-1,68,2.6,0,0,74,44,56.16666667,48,25,37.04166667,강남구,Friday
2016-12-24,49,1.4,2.6,-2.8,-1,63,1.4,0,1,96,56,71.16666667,72,43,52.5,강남구,Saturday
2016-12-25,98,6.3,2.4,-2.4,2,72,1.2,0,1,77,38,55.41666667,54,31,39.91666667,강남구,Sunday
2016-12-26,112,5.5,3,2.6,3.7,73,1.1,0,0,77,16,45.29166667,47,9,28.625,강남구,Monday
2016-12-27,56,3.2,5,-4,-0.7,54,2.3,0.5,0,78,30,44.58333333,47,12,26.95833333,강남구,Tuesday
2016-12-28,63,2.5,3.4,-5.7,-2.1,46,1.6,0,0,85,25,45.60869565,57,13,24.13043478,강남구,Wednesday
2016-12-29,190,-0.6,4.3,-5,-2.7,49,2.1,0,0,60,24,38.75,26,7,15.375,강남구,Thursday
2016-12-30,49,1.6,2.3,-6.3,-2.1,49,1.3,0,0,62,29,46.66666667,48,13,24.33333333,강남구,Friday
2016-12-31,56,5,2.2,-1.8,1.6,66,1.2,0,1,89,40,60.875,63,23,38.91666667,강남구,Saturday
2016-01-01,21,4.2,1.9,-3.9,0.6,81,0.8,0,1,97,57,76.5,58,35,45.41666667,강동구,Friday
2016-01-02,14,9.6,2.3,1.2,5.6,79,0.7,0,1,78,32,55.70833333,39,19,31.45833333,강동구,Saturday
2016-01-04,28,7.2,2.3,-0.9,3.6,52,0.9,0,0,171,10,76.58333333,101,1,38.41666667,강동구,Monday
2016-01-08,14,2.7,2,-7.1,-2.1,53,0.9,0,0,59,22,36.86363636,36,11,18.79166667,강동구,Friday
2016-01-13,7,1.8,2.7,-8.2,-3.1,64,1.1,0,0,81,32,47.41666667,40,12,22.875,강동구,Wednesday
2016-01-14,7,2.5,2.8,-8.4,-2.6,58,0.9,0,0,86,40,51.58333333,39,13,24.125,강동구,Thursday
2016-01-18,7,0.8,3.4,-10.8,-4.6,57,1.5,0,0,97,25,63.7,70,4,31.66666667,강동구,Monday
2016-01-19,7,-7,3.2,-13.5,-10.8,46,1.7,0,0,60,26,38.39130435,16,7,11.52173913,강동구,Tuesday
2016-01-20,14,-5.1,2.5,-14.1,-9.4,57,1.2,0,0,72,27,46.79166667,35,13,23.33333333,강동구,Wednesday
2016-01-24,21,-9.3,2.5,-16.6,-12.8,51,1.2,0,1,61,21,43.41666667,28,6,18.41666667,강동구,Sunday
2016-01-25,7,-2.2,2.7,-14.9,-8.5,55,1,0,0,88,36,55.625,31,6,17.75,강동구,Monday
2016-01-27,7,4.8,2.6,-4,0,64,0.8,0,0,107,55,76.70833333,58,21,34.16666667,강동구,Wednesday
2016-01-29,7,6.6,4.6,-0.8,2.5,55,2,0,0,84,15,46.91666667,39,4,19.91666667,강동구,Friday
2016-01-31,7,1.5,4,-4.9,-2.3,39,1.3,0,1,73,30,43.29166667,36,13,19.45833333,강동구,Sunday
2016-02-02,7,1.9,3.1,-10.4,-4.1,48,1.3,0,0,82,47,55.23809524,46,16,25.77272727,강동구,Tuesday
2016-02-04,7,5.8,2.3,-4.8,0.2,57,0.9,0,0,105,55,67.26086957,64,17,34.125,강동구,Thursday
2016-02-08,7,7.2,4.7,-5.3,1.5,67,1.7,0,1,194,34,79.20833333,94,15,38.20833333,강동구,Monday
2016-02-12,7,10.2,2.2,7.2,8.7,96,0.9,16.5,0,52,11,33.16666667,34,11,21.08333333,강동구,Friday
2016-02-13,14,15.2,3,7.1,10.9,98,1.1,19.5,1,34,5,17.33333333,19,4,10.625,강동구,Saturday
2016-02-18,21,8.8,5.3,-2,4.4,74,2.1,0,0,70,36,47.63636364,29,14,21.63636364,강동구,Thursday
2016-02-19,21,5.8,2.2,0.9,3.5,68,1,0,0,110,62,94.83333333,52,24,40,강동구,Friday
2016-02-20,7,8.5,4.2,-1.6,2.1,47,1.3,0,1,89,19,59.33333333,52,6,24.79166667,강동구,Saturday
2016-02-23,7,6.6,3.2,-3.1,1.2,63,1.2,0,0,112,19,53.04166667,48,7,23.66666667,강동구,Tuesday
2016-02-26,14,7.7,3.2,-1.9,3.1,47,1.1,0,0,106,27,49.625,44,14,25.66666667,강동구,Friday
2016-02-27,21,8.2,2.8,0.7,3.6,72,1.2,0.5,1,122,50,69.73913043,63,21,37.13043478,강동구,Saturday
2016-02-29,28,0.1,2.7,-4.4,-2.6,53,1.2,0,0,88,34,59.16666667,46,16,27.70833333,강동구,Monday
2016-03-01,7,2.9,3.4,-7.6,-1.7,57,1.3,0,1,56,19,36.29166667,31,8,19.125,강동구,Tuesday
2016-03-04,28,19,3.2,4.9,12.1,68,1.2,0,0,99,37,73.34782609,53,12,33.95652174,강동구,Friday
2016-03-05,7,13.9,4.5,11,12.2,93,1.8,35.5,1,38,5,20.75,30,3,14.16666667,강동구,Saturday
2016-03-06,28,14,3.7,6,9,59,1.3,0,1,160,31,89.58333333,47,5,30,강동구,Sunday
2016-03-08,14,8.2,2.9,-0.1,4.4,41,1.3,0,0,168,31,68.79166667,46,14,24.83333333,강동구,Tuesday
2016-03-09,14,8.4,3.2,-1.7,2,43,1.8,0,0,80,39,52.58333333,35,11,20.29166667,강동구,Wednesday
2016-03-10,14,5.2,3.4,-2.9,0.7,41,1.5,0,0,50,28,38.04166667,25,12,16.70833333,강동구,Thursday
2016-03-12,7,7.8,3.4,-3.1,2.6,63,1.4,0,1,73,38,53.20833333,32,13,21.58333333,강동구,Saturday
2016-03-13,7,7,2.5,1.9,4.2,74,1.2,0,1,107,48,70.375,54,21,34.16666667,강동구,Sunday
2016-03-15,21,12.7,3.1,-1.2,6.4,51,1.1,0,0,104,46,66.125,48,17,31.47826087,강동구,Tuesday
2016-03-18,7,19.1,3.2,7.3,12.7,60,1,0,0,117,40,72.91666667,68,9,35.16666667,강동구,Friday
2016-03-19,35,17.7,3.1,7.5,12.3,64,1.3,0,1,110,59,81.33333333,50,21,37.33333333,강동구,Saturday
2016-03-21,21,17,4,4.4,10.5,61,1.2,0,0,111,76,89.66666667,59,35,44.54166667,강동구,Monday
2016-03-25,7,12.1,3.3,2.2,7.2,53,1.2,0,0,88,33,70.45833333,41,14,32.70833333,강동구,Friday
2016-03-26,7,13.4,2.7,1.1,6.9,57,1,0,1,91,60,71.33333333,50,26,37.58333333,강동구,Saturday
2016-03-27,28,14.1,3.6,1.1,7.4,55,1.4,0,1,84,51,69.54166667,50,20,37.08333333,강동구,Sunday
2016-03-31,7,20.9,2.2,4.8,13.3,39,0.9,0,0,79,39,54.91666667,48,12,23.58333333,강동구,Thursday
2016-04-02,21,22.3,3.1,8.3,15.4,48,1.2,0,1,98,70,81.33333333,52,27,37,강동구,Saturday
2016-04-03,21,13.3,5.1,8.6,11,83,1.7,3,1,121,16,59.45833333,70,5,31.375,강동구,Sunday
2016-04-04,49,19.8,3.7,5.4,12.6,51,1.6,0,0,42,10,27.77272727,18,6,12.13636364,강동구,Monday
2016-04-06,7,22.5,4.6,6,14.4,52,1.2,3.5,0,96,52,74.5,43,22,30.5,강동구,Wednesday
2016-04-08,7,20.4,3.2,8.8,12.4,80,1.6,0,0,192,33,82.70833333,74,20,35.29166667,강동구,Friday
2016-04-09,119,15.3,2.6,8.1,11.9,87,1,0,1,209,79,123.25,68,42,54.08333333,강동구,Saturday
2016-04-10,56,21.3,3.4,9.6,14.3,77,1.3,0,1,176,132,149.875,75,42,57.5,강동구,Sunday
2016-04-11,7,18.7,3.3,6.7,12.7,50,1.6,0,0,67,26,43.58333333,27,8,17.66666667,강동구,Monday
2016-04-12,14,19.6,3.5,8.9,13.9,53,1.4,0,0,95,37,58.04166667,37,18,25.29166667,강동구,Tuesday
2016-04-13,14,20.9,2.6,10.6,15.3,76,1.1,1,0,84,26,61.33333333,43,19,32.5,강동구,Wednesday
2016-04-14,14,19.7,4.5,10.3,13.5,79,1.3,0,0,96,36,64.625,54,21,31.58333333,강동구,Thursday
2016-04-15,21,23.4,3.3,8.3,15.5,52,1.4,0,0,80,37,59.41666667,45,10,26.5,강동구,Friday
2016-04-19,21,19.3,3.1,7.4,12.8,64,1.2,0,0,82,29,50.25,33,11,21.70833333,강동구,Tuesday
2016-04-22,49,22.6,4,11.4,15.1,84,1.5,0,0,182,16,90.41666667,76,13,48.29166667,강동구,Friday
2016-04-23,49,20.3,2.3,9.1,14.2,55,1.2,0,1,475,120,223.5833333,75,13,37.625,강동구,Saturday
2016-04-24,63,22.8,3.5,7.3,15.4,47,1.3,0,1,406,53,164.4583333,48,10,24.79166667,강동구,Sunday
2016-04-25,14,25.5,2.5,9.2,17.2,48,1,0,0,122,65,86.5,31,13,24.25,강동구,Monday
2016-04-26,14,28.7,4.2,10.8,20.3,47,1.6,0,0,104,70,85.33333333,33,19,27.54166667,강동구,Tuesday
2016-04-28,35,23,3.8,12,17,42,1.6,0,0,96,33,63.33333333,33,10,19.75,강동구,Thursday
2016-04-29,14,23.4,3.2,11.9,16.9,52,1.5,0,0,99,43,67.95833333,40,16,26.16666667,강동구,Friday
2016-04-30,28,22.2,4.9,11.6,16.9,54,1.8,0,1,144,52,81.83333333,61,17,36.5,강동구,Saturday
2016-05-01,28,26.2,3.5,11.6,18.7,50,1.2,0,1,82,28,51.04166667,41,6,22.29166667,강동구,Sunday
2016-05-02,7,28.3,4.6,15.3,20.7,72,1.6,21,0,82,36,49.86956522,40,20,26.39130435,강동구,Monday
2016-05-03,7,18.4,6,9.4,13.8,91,3.3,30.5,0,32,6,16.83333333,20,2,9.043478261,강동구,Tuesday
2016-05-04,7,21.6,4,10.8,16.6,51,2.1,0,0,88,35,54.5,20,7,12.7826087,강동구,Wednesday
2016-05-06,7,18,2.8,13.7,16,96,0.9,6.5,0,302,9,59.625,39,6,24.5,강동구,Friday
2016-05-07,35,22.8,2.8,11.6,16.9,67,1.4,0,1,305,41,147.7916667,50,6,26.375,강동구,Saturday
2016-05-08,7,26,4.2,11.3,19,57,1.3,0,1,85,40,58.25,25,10,17.08333333,강동구,Sunday
2016-05-09,14,26.6,3.2,15.1,20.2,56,1.3,0,0,82,52,67.54166667,30,15,21.95833333,강동구,Monday
2016-05-13,7,24.7,4.3,13,18.5,67,1.5,0,0,81,16,41.33333333,50,5,22.41666667,강동구,Friday
2016-05-14,7,26.5,3.4,14.8,20.1,57,1.4,0,1,58,15,34.56521739,39,4,18.66666667,강동구,Saturday
2016-05-16,7,23.4,3.4,11,16.9,58,1.5,3,0,75,8,36.2173913,39,3,17.39130435,강동구,Monday
2016-05-23,7,29.1,2.6,16.8,22.9,55,1.2,0,0,119,43,70.58333333,62,32,45.125,강동구,Monday
2016-05-24,7,21.9,3.3,15.6,17.4,86,1.6,31,0,83,4,36.04545455,70,2,25.43478261,강동구,Tuesday
2016-05-25,7,25.3,4.3,15.4,20.2,73,1.7,0,0,139,50,93.20833333,83,45,59,강동구,Wednesday
2016-05-26,14,24.3,2.8,17.6,20.3,75,1.2,0,0,159,91,119.5833333,87,54,71.20833333,강동구,Thursday
2016-05-29,7,28.2,2.7,17.1,21.8,67,1.1,0,1,121,65,86.66666667,57,30,40,강동구,Sunday
2016-05-30,7,29.1,3.3,15.9,22.6,64,1.2,0,0,154,60,96.25,93,30,51.45833333,강동구,Monday
2016-05-31,14,28.7,3.7,17.3,22.3,70,1.3,0,0,162,56,92.41666667,95,27,47.95833333,강동구,Tuesday
2016-06-04,7,26.1,3.4,17.3,20.9,66,1.3,0,1,85,46,61.70833333,43,22,32.83333333,강동구,Saturday
2016-06-06,21,28.2,4.4,19.9,22.8,61,1.8,0,1,43,9,22.79166667,30,6,13.79166667,강동구,Monday
2016-06-07,14,27,3,19.6,22.6,72,1.4,0,0,75,8,44.83333333,48,11,26.91666667,강동구,Tuesday
2016-06-10,7,31.8,2.8,19.4,25.1,69,1,0,0,114,40,69.16666667,59,19,39.625,강동구,Friday
2016-06-12,21,27.8,2.7,21.2,24,85,1,5,1,58,22,30.73913043,34,9,21.29166667,강동구,Sunday
2016-06-15,42,25.5,6.2,16.9,21.1,88,1.9,22.5,0,60,19,36.66666667,39,3,22.7826087,강동구,Wednesday
2016-06-16,28,25.7,3.8,19.1,21.7,78,1.5,0,0,62,5,30.125,36,4,18.95833333,강동구,Thursday
2016-06-17,28,29.4,4,17.9,24,70,2,0,0,75,42,55.625,51,26,36.25,강동구,Friday
2016-06-18,35,31.1,2.7,18.9,24.2,70,1.1,0,1,95,48,65.91666667,66,29,42.33333333,강동구,Saturday
2016-06-22,7,30.3,3.7,21.1,24.1,84,1.4,7.5,0,122,9,67.25,95,5,45.20833333,강동구,Wednesday
2016-06-26,7,32.1,3,18.3,24.7,66,1.3,0,1,54,14,34.29166667,31,8,19.54166667,강동구,Sunday
2016-07-01,7,27.9,4.1,22.6,24.1,94,1.7,113.5,0,46,4,20.33333333,28,1,12.45833333,강동구,Friday
2016-07-04,7,23.4,3.4,20,21.2,95,1.5,39,0,48,2,22.25,31,1,13.04166667,강동구,Monday
2016-07-09,7,33.8,3.1,21.7,27.4,76,1,0,1,54,23,38.75,35,13,22.875,강동구,Saturday
2016-07-10,7,33.6,2.4,22.8,27.9,75,1,0,1,57,28,39.45833333,42,15,25.82608696,강동구,Sunday
2016-07-11,14,33.6,3.8,23.7,27.8,79,1.1,2.5,0,79,35,56.90909091,60,28,38.29166667,강동구,Monday
2016-07-13,7,30.4,2.7,21.8,26.4,78,1.1,0,0,48,23,37.77272727,31,12,21.95454545,강동구,Wednesday
2016-07-17,7,23.8,4.2,20.7,21.9,90,1.6,1,1,29,3,15.08333333,20,1,10.83333333,강동구,Sunday
2016-07-19,7,31.4,3.4,19.9,25.7,80,1.4,0,0,71,24,38.54166667,36,13,22.125,강동구,Tuesday
2016-08-06,14,34.4,4.6,24.8,29.1,83,1.1,13.5,1,118,31,62.25,63,21,38.7826087,강동구,Saturday
2016-08-12,28,35.9,2.3,25.3,30.7,76,1.1,0,0,70,33,48.29166667,44,19,30.125,강동구,Friday
2016-08-14,14,31.3,2.8,26.7,27.9,91,1.1,14,1,57,27,39.13043478,44,18,30.47826087,강동구,Sunday
2016-08-22,7,34.5,3.6,25.1,29.5,70,1.6,0,0,52,14,30.61904762,36,5,18.39130435,강동구,Monday
2016-08-28,7,24.3,5,17.4,19.9,78,2.2,4.5,1,17,5,11.83333333,9,1,4.625,강동구,Sunday
2016-09-01,21,30,6.9,16.3,23.5,79,2.4,0,0,112,28,73.20833333,69,3,36.58333333,강동구,Thursday
2016-09-02,7,28.1,4.1,19.9,23.5,80,1.8,2,0,96,14,36.16666667,53,8,24.625,강동구,Friday
2016-09-03,7,27.9,2.8,20.4,23.5,85,1,0,1,43,14,23.58333333,24,4,12.82608696,강동구,Saturday
2016-09-07,21,28.2,2.6,20.7,23.7,86,1.3,5,0,103,38,71.75,67,25,52.54166667,강동구,Wednesday
2016-09-08,7,27.9,2.6,20.2,23.1,84,1.1,0.5,0,81,39,53.29166667,46,20,30.625,강동구,Thursday
2016-09-09,7,28.8,3.1,19.5,23.1,84,1.2,0.5,0,64,24,48.29166667,45,12,27.70833333,강동구,Friday
2016-09-10,14,28,3.1,19.2,23.2,80,1.3,0,1,66,20,45.58333333,41,8,26.16666667,강동구,Saturday
2016-09-17,7,26.7,4.4,18.1,22.4,75,1.8,11.5,1,96,8,31.91666667,60,5,21.125,강동구,Saturday
2016-09-19,7,26.9,3.8,18.1,21.2,66,2,0,0,24,10,14.30434783,11,2,5.181818182,강동구,Monday
2016-09-29,21,23.4,4,18,19.9,70,1.9,0,0,18,3,12.5,10,2,4.958333333,강동구,Thursday
2016-10-03,7,27.2,4.9,18.5,22.9,80,1.3,7,1,47,5,18.375,25,2,10.25,강동구,Monday
2016-10-04,7,27.6,3.5,15,21,72,1.8,0,0,44,16,32.375,20,6,13.70833333,강동구,Tuesday
2016-10-08,14,22.2,2.9,11.4,16.9,69,1,6.5,1,35,5,22.83333333,19,5,10.54166667,강동구,Saturday
2016-10-09,14,16.3,3.3,7.9,11.9,51,1.3,0,1,33,12,19.54166667,15,3,9.260869565,강동구,Sunday
2016-10-11,7,20.7,3.4,9.6,15.2,70,1.2,0,0,72,26,47.70833333,42,12,21.20833333,강동구,Tuesday
2016-10-12,14,20.4,3.2,12.1,15.4,69,1.2,0,0,103,29,62.875,58,16,30.83333333,강동구,Wednesday
2016-10-13,28,20.9,3.1,9.2,14.1,62,1.2,0,0,87,40,53.875,39,11,23.04166667,강동구,Thursday
2016-10-15,14,24.3,2.9,11.8,17.6,75,1,0,1,117,64,84.125,81,34,55.70833333,강동구,Saturday
2016-10-17,7,21.4,2.3,13.9,17,82,1,0,0,79,40,57.125,58,29,38.91666667,강동구,Monday
2016-10-21,21,21.2,3.5,15.3,17.6,66,1.5,0,0,44,13,25.70833333,25,5,13.41666667,강동구,Friday
2016-10-23,42,18.1,3.2,10.7,13.1,74,1.6,2.5,1,31,6,12.70833333,14,2,6.208333333,강동구,Sunday
2016-10-26,7,16.1,2.2,10.6,12.9,89,0.9,0,0,111,15,47.125,49,9,22.20833333,강동구,Wednesday
2016-10-27,7,20,3.6,9,14.4,78,1.5,0,0,95,34,53.58333333,46,11,25.33333333,강동구,Thursday
2016-10-28,14,18.5,2.7,11.7,14.8,69,1,0.5,0,67,26,45.56521739,27,5,19.08695652,강동구,Friday
2016-10-30,14,13.3,2.4,1.1,7.2,48,1,0,1,53,9,33.33333333,25,8,14.70833333,강동구,Sunday
2016-10-31,14,10.2,3.4,2.2,6.5,64,1.1,0,0,63,21,36.375,36,7,17.625,강동구,Monday
2016-11-01,14,8.7,3,-1.1,2.9,46,1.4,0,0,47,16,26.66666667,18,5,11.33333333,강동구,Tuesday
2016-11-02,7,10.6,2.8,-1.9,4.5,63,1.2,0,0,70,31,46.13043478,26,4,17.81818182,강동구,Wednesday
2016-11-03,14,14.3,2.9,4.5,9.2,70,1.1,0,0,75,25,47.33333333,36,14,24.7826087,강동구,Thursday
2016-11-04,14,16.6,4,7.7,12.8,70,1.9,0,0,89,45,68.33333333,45,22,34.58333333,강동구,Friday
2016-11-05,35,18.6,3.3,12.6,15,81,1.6,0,1,132,50,84.625,81,26,47.375,강동구,Saturday
2016-11-07,7,17.5,2.8,9.7,13.3,74,1.3,3.5,0,69,17,38.5,49,7,23.79166667,강동구,Monday
2016-11-09,7,9.3,3.3,-1.6,3.1,49,1.5,0,0,75,38,51.125,38,20,29.79166667,강동구,Wednesday
2016-11-10,7,10.8,3.4,1.4,6.2,69,1.5,0.5,0,73,23,47.625,37,17,26.40909091,강동구,Thursday
2016-11-11,7,14.3,2.6,6.5,9.8,67,1.2,5,0,98,10,58.08333333,43,8,27.41666667,강동구,Friday
2016-11-12,35,17,4,5.2,11.7,68,1.4,0,1,106,77,88.20833333,43,32,37.08333333,강동구,Saturday
2016-11-14,7,16,2.7,11.5,13.3,87,0.7,3,0,113,31,64.33333333,57,20,35.45833333,강동구,Monday
2016-11-15,28,12,3.3,3.8,7,49,1.3,0,0,124,43,70.91666667,70,11,25.375,강동구,Tuesday
2016-11-16,14,11.8,2.6,0.2,5.4,59,1.1,0,0,97,51,70.875,46,14,31.625,강동구,Wednesday
2016-11-17,7,15.2,2.4,3.3,8.5,66,0.9,0,0,153,55,92.5,73,20,43.83333333,강동구,Thursday
2016-11-22,7,10.1,3.2,-0.8,4.2,47,1.3,0.5,0,100,24,54.76470588,45,2,21.6875,강동구,Tuesday
2016-11-24,7,3.7,3,-4.9,-1,43,1.4,0,0,41,15,31.56521739,19,1,12,강동구,Thursday
2016-11-25,14,6.8,2.2,-3.6,1,56,1,0,0,87,36,52.625,49,12,24.66666667,강동구,Friday
2016-11-26,21,3.2,2.7,-1.2,0.7,77,1.1,1,1,99,45,65.375,50,24,37.91666667,강동구,Saturday
2016-11-27,14,5.6,2.7,1.1,3.2,89,1,0,1,116,45,70.75,72,29,44.5,강동구,Sunday
2016-11-28,7,7,3.3,-0.1,2.8,60,1.4,0,0,180,25,101.0416667,80,9,43.83333333,강동구,Monday
2016-11-29,14,7.5,2.7,-2.7,2,54,1.2,0,0,83,27,51.88235294,43,13,27.21052632,강동구,Tuesday
2016-11-30,7,10.7,2.4,0.3,6.5,68,1,1,0,68,36,53.45833333,39,14,28.08333333,강동구,Wednesday
2016-12-02,7,8.4,2.6,-3,2.2,56,1.1,0,0,75,24,46.47619048,44,12,22.72727273,강동구,Friday
2016-12-04,14,8.9,2.6,1.3,4.9,73,0.9,0,1,145,66,94.83333333,83,37,56.625,강동구,Sunday
2016-12-05,7,11.4,2.9,1.8,6.7,73,1.1,1.5,0,151,33,97.91666667,96,18,61.45833333,강동구,Monday
2016-12-06,35,3.5,2.6,-2.8,0,45,1.2,0,0,62,12,32.66666667,27,5,14.7,강동구,Tuesday
2016-12-07,28,6.9,2.8,-2.7,1.9,64,1.2,0,0,110,28,62.33333333,63,13,30.45454545,강동구,Wednesday
2016-12-08,49,6.8,2.8,-2.8,2.3,82,1.2,1.5,0,119,58,83.75,70,34,48.33333333,강동구,Thursday
2016-12-11,7,5.5,3.4,-5.5,-0.8,53,1.3,0,1,64,25,42.20833333,42,14,24.04166667,강동구,Sunday
2016-12-13,14,8.8,2.6,0.5,3.8,62,1.2,0,0,82,41,66.33333333,51,25,37.75,강동구,Tuesday
2016-12-14,7,1.9,2.6,-0.6,0.3,77,1.5,0,0,85,49,62.91666667,45,24,34.58333333,강동구,Wednesday
2016-12-15,7,-0.2,3.3,-5.7,-3,46,1.5,0,0,65,22,43.29166667,38,9,19.66666667,강동구,Thursday
2016-12-16,14,0.2,3.1,-8.8,-3.6,46,1.5,0,0,61,31,41.125,29,12,18.41666667,강동구,Friday
2016-12-17,21,7.2,2,-2,2.4,65,0.9,0,1,97,37,65,51,19,32.41666667,강동구,Saturday
2016-12-18,14,7.7,2.8,1.7,4.8,75,1,0,1,90,29,58.5,58,18,36.16666667,강동구,Sunday
2016-12-21,28,13,4.4,2.4,7.6,83,1.5,35.5,0,66,3,41.08333333,41,1,25.125,강동구,Wednesday
